t,average_battery_percentage,total_current_power_demand,total_VTG_capacity,mean_charging
0,100.0,,,
1,95.55720136836455,126738.49377877223,8918.871776901193,0.5648888888888889
2,95.64888888888889,8809.983156599603,108.88862030159088,0.06546666666666667
3,95.64888888888889,0.0,108.88862030159088,0.0
4,95.64888888888889,0.0,108.88862030159088,0.0
5,95.64888888888889,0.0,108.88862030159088,0.0
6,95.64888888888889,0.0,108.88862030159088,0.0
7,95.64888888888889,0.0,108.88862030159088,0.0
8,95.64888888888889,0.0,108.88862030159088,0.0
9,95.64888888888889,0.0,108.88862030159088,0.0
10,95.64888888888889,0.0,108.88862030159088,0.0
11,95.64888888888889,0.0,108.88862030159088,0.0
12,95.64888888888889,0.0,108.88862030159088,0.0
13,95.64888888888889,0.0,108.88862030159088,0.0
14,95.64888888888889,0.0,108.88862030159088,0.0
15,95.64888888888889,0.0,108.88862030159088,0.0
16,95.64888888888889,0.0,108.88862030159088,0.0
17,95.64888888888889,0.0,108.88862030159088,0.0
18,95.64888888888889,0.0,108.88862030159088,0.0
19,95.64888888888889,0.0,108.88862030159088,0.0
20,95.64888888888889,0.0,108.88862030159088,0.0
21,95.64888888888889,0.0,108.88862030159088,0.0
22,95.64888888888889,0.0,108.88862030159088,0.0
23,95.64888888888889,0.0,108.88862030159088,0.0
24,95.64888888888889,0.0,108.88862030159088,0.0
25,95.64888888888889,0.0,108.88862030159088,0.0
26,95.64888888888889,0.0,108.88862030159088,0.0
27,95.64888888888889,0.0,108.88862030159088,0.0
28,95.64888888888889,0.0,108.88862030159088,0.0
29,95.64336578611197,0.0,108.88862030159088,0.0
30,95.61541768762713,91.30338737583749,128.4561763739078,0.00044444444444444447
31,95.54154493416502,544.8981116379614,236.17382655221385,0.002488888888888889
32,95.42012569034875,1511.832418604824,584.7789404984044,0.006577777777777778
33,95.24365776305079,2584.871452412352,1226.2460422098884,0.011777777777777778
34,95.0139506868749,4122.4842093847,2289.441282081765,0.017777777777777778
35,94.739546423687,5407.044111801499,3761.7463873695997,0.023777777777777776
36,94.4234044612402,6801.5163801806975,5813.558063835119,0.03048888888888889
37,94.06269558992585,8750.99032591212,8480.698342419066,0.0396
38,93.63197617601872,9793.059347234868,11269.509983794364,0.04395555555555555
39,93.15095262180526,11298.866032769347,14920.428211589104,0.05093333333333333
40,92.6556543781552,13698.186305891719,19095.4360742211,0.0616
41,92.1268677845164,15047.605185739,23948.732205217813,0.06684444444444444
42,91.75166601637517,15896.365433584364,29109.599884629813,0.07217777777777777
43,91.61627421370339,13544.157741327534,33660.959718644146,0.061644444444444446
44,91.62301529311361,8908.898499329216,37565.52385599089,0.04048888888888889
45,91.66461535669089,4996.807926200428,40135.32455483847,0.023555555555555555
46,91.70774179724476,3284.7497232944925,41995.16069850397,0.016
47,91.76692326505338,2926.924139163244,43526.852470453974,0.014444444444444444
48,91.81599759484493,2416.2136799306945,44343.36327014651,0.011777777777777778
49,91.85786240102222,2076.585594749942,44888.61539227239,0.010088888888888889
50,91.89390935476712,1875.309330799445,45354.46434992897,0.008933333333333333
51,91.93479786099793,1924.3311982406226,45738.28277023037,0.009155555555555556
52,91.9710111330078,2056.1259304900013,46011.15782035532,0.009866666666666666
53,92.00151484943369,2212.9824289298413,46301.60035934245,0.010266666666666667
54,92.04494031306906,2575.611104904742,46857.41606960584,0.012
55,92.06569243114893,2909.5143714910946,46937.86283603952,0.013422222222222223
56,92.0714049517374,3428.688131986331,47218.635203512786,0.016044444444444445
57,92.05799215313012,3709.5662664864985,47367.42747845413,0.017066666666666667
58,92.0423576706883,4729.378519080965,47856.32744914474,0.021644444444444445
59,92.03145472493223,5338.166469268718,48536.517064765925,0.024577777777777778
60,92.01456051077632,5953.419778765156,49119.435298748765,0.02688888888888889
61,91.98893241048572,7084.807593757539,49668.82111689649,0.03213333333333333
62,91.96324665702319,8307.582838240029,50596.7666536331,0.0376
63,91.93343340282786,9143.343253420564,52001.250790270926,0.0412
64,91.91350800684651,9795.757676592095,53222.459971343655,0.044755555555555555
65,91.86568096363585,9693.77181067364,54018.608970221365,0.04413333333333333
66,91.8021537195229,9893.784517028622,54800.6994676536,0.045644444444444446
